epoch;epsilon;loss;rouge;actual;pred;actions
1; 1.000;0.096732;0.240000; {min=-1.000, max=0.249}; {min=-0.399, max=0.188}; {1,0,0,1,0,1,0,1,1,0,1,0}
2; 0.998;0.137809;0.424242; {min=-0.701, max=0.196}; {min=-0.458, max=0.455}; {0,1,0,1,1,0,0,1,0,1,0,1}
3; 0.996;0.138783;0.666667; {min=-1.000, max=0.353}; {min=-0.399, max=0.219}; {1,0,1,0,0,1,1,0,0,1,1,0}
4; 0.994;0.127943;0.625000; {min=-0.701, max=0.196}; {min=-0.399, max=0.566}; {0,1,0,1,0,1,0,1,0,1,1,0}
5; 0.992;0.142712;0.482759; {min=-1.000, max=0.299}; {min=-0.399, max=0.593}; {1,0,1,0,0,1,0,1,0,1,0,1}
6; 0.990;0.205802;0.444444; {min=-1.000, max=0.444}; {min=-0.399, max=0.304}; {1,0,1,0,1,0,1,0,0,1,1,0}
7; 0.988;0.146617;0.560000; {min=-0.701, max=0.274}; {min=-0.399, max=0.587}; {0,1,0,1,1,0,1,0,0,1,1,0}
8; 0.986;0.069849;0.000000; {min=-1.000, max=0.000}; {min=-0.399, max=0.183}; {1,0,0,1,1,0,1,0,1,0,1,0}
9; 0.984;0.182664;0.482759; {min=-0.701, max=0.243}; {min=-0.458, max=0.455}; {0,1,0,1,1,0,0,1,0,1,1,0}
10; 0.982;0.073124;0.240000; {min=-0.701, max=0.000}; {min=-0.458, max=0.413}; {0,1,0,1,1,0,0,1,1,0,1,0}
11; 0.980;0.138663;0.285714; {min=-1.000, max=0.299}; {min=-0.399, max=0.295}; {1,0,1,0,0,1,0,1,1,0,1,0}
12; 0.978;0.138653;0.285714; {min=-1.000, max=0.299}; {min=-0.399, max=0.295}; {1,0,1,0,0,1,0,1,1,0,1,0}
13; 0.976;0.174124;0.714286; {min=-0.701, max=0.214}; {min=-0.399, max=0.730}; {0,1,0,1,0,1,1,0,0,1,1,0}
14; 0.974;0.184147;0.307692; {min=-1.000, max=0.319}; {min=-0.399, max=0.383}; {1,0,1,0,1,0,0,1,0,1,0,1}
15; 0.972;0.115672;0.352941; {min=-1.000, max=0.353}; {min=-0.399, max=0.244}; {1,0,1,0,0,1,1,0,1,0,1,0}
16; 0.970;0.129584;0.482759; {min=-1.000, max=0.286}; {min=-0.399, max=0.593}; {1,0,0,1,0,1,1,0,0,1,0,1}
17; 0.968;0.045791;0.285714; {min=-0.647, max=0.000}; {min=-0.399, max=0.243}; {0,1,1,0,1,0,1,0,1,0,0,1}
18; 0.966;0.189835;0.363636; {min=-1.000, max=0.364}; {min=-0.399, max=0.383}; {1,0,0,1,1,0,1,0,0,1,1,0}
19; 0.964;0.148787;0.285714; {min=-0.701, max=0.000}; {min=-0.399, max=0.520}; {0,1,0,1,1,0,1,0,1,0,1,0}
20; 0.962;0.142757;0.482759; {min=-1.000, max=0.299}; {min=-0.399, max=0.593}; {1,0,1,0,0,1,0,1,0,1,0,1}
21; 0.960;0.182609;0.482759; {min=-0.701, max=0.243}; {min=-0.459, max=0.454}; {0,1,0,1,1,0,0,1,0,1,1,0}
22; 0.958;0.184205;0.307692; {min=-1.000, max=0.319}; {min=-0.399, max=0.383}; {1,0,1,0,1,0,0,1,0,1,0,1}
23; 0.956;0.214216;0.307692; {min=-1.000, max=0.308}; {min=-0.481, max=0.168}; {1,0,0,1,1,0,0,1,0,1,1,0}
24; 0.954;0.128399;0.285714; {min=-1.000, max=0.353}; {min=-0.399, max=0.244}; {1,0,1,0,0,1,1,0,1,0,0,1}
25; 0.952;0.207840;0.500000; {min=-0.701, max=0.214}; {min=-0.399, max=0.672}; {0,1,0,1,0,1,1,0,1,0,1,0}
26; 0.950;0.184236;0.307692; {min=-1.000, max=0.319}; {min=-0.399, max=0.383}; {1,0,1,0,1,0,0,1,0,1,0,1}
27; 0.948;0.142779;0.482759; {min=-1.000, max=0.299}; {min=-0.399, max=0.592}; {1,0,1,0,0,1,0,1,0,1,0,1}
28; 0.946;0.142783;0.482759; {min=-1.000, max=0.299}; {min=-0.399, max=0.592}; {1,0,1,0,0,1,0,1,0,1,0,1}
29; 0.944;0.151682;0.424242; {min=-1.000, max=0.249}; {min=-0.399, max=0.265}; {1,0,0,1,0,1,0,1,0,1,0,1}
30; 0.942;0.054327;0.600000; {min=-0.647, max=0.247}; {min=-0.399, max=0.272}; {0,1,1,0,0,1,1,0,1,0,1,0}
31; 0.940;0.080278;0.000000; {min=-1.000, max=0.000}; {min=-0.482, max=0.187}; {1,0,0,1,1,0,0,1,1,0,1,0}
32; 0.938;0.197809;0.560000; {min=-1.000, max=0.286}; {min=-0.399, max=0.592}; {1,0,0,1,0,1,1,0,0,1,1,0}
33; 0.936;0.146375;0.560000; {min=-0.701, max=0.274}; {min=-0.399, max=0.586}; {0,1,0,1,1,0,1,0,0,1,1,0}
34; 0.934;0.145224;0.428571; {min=-0.701, max=0.214}; {min=-0.399, max=0.672}; {0,1,0,1,0,1,1,0,1,0,0,1}
35; 0.932;0.096743;0.240000; {min=-1.000, max=0.249}; {min=-0.399, max=0.187}; {1,0,0,1,0,1,0,1,1,0,1,0}
36; 0.930;0.074354;0.555556; {min=-0.701, max=0.157}; {min=-0.399, max=0.565}; {0,1,0,1,0,1,0,1,0,1,0,1}
37; 0.928;0.197819;0.560000; {min=-1.000, max=0.286}; {min=-0.399, max=0.592}; {1,0,0,1,0,1,1,0,0,1,1,0}
38; 0.926;0.101202;0.285714; {min=-0.647, max=0.000}; {min=-0.400, max=0.520}; {0,1,1,0,1,0,0,1,1,0,1,0}
39; 0.924;0.128387;0.285714; {min=-1.000, max=0.353}; {min=-0.400, max=0.244}; {1,0,1,0,0,1,1,0,1,0,0,1}
40; 0.922;0.102774;0.000000; {min=-1.000, max=0.000}; {min=-0.400, max=0.210}; {1,0,1,0,1,0,0,1,1,0,1,0}
41; 0.920;0.092225;0.000000; {min=-1.000, max=0.000}; {min=-0.482, max=0.187}; {1,0,0,1,1,0,0,1,1,0,0,1}
42; 0.918;0.145166;0.428571; {min=-0.701, max=0.214}; {min=-0.400, max=0.672}; {0,1,0,1,0,1,1,0,1,0,0,1}
43; 0.916;0.077422;0.206897; {min=-0.701, max=-0.026}; {min=-0.459, max=0.412}; {0,1,0,1,1,0,0,1,1,0,0,1}
44; 0.914;0.054286;0.600000; {min=-0.647, max=0.247}; {min=-0.400, max=0.272}; {0,1,1,0,0,1,1,0,1,0,1,0}
45; 0.912;0.050839;0.352941; {min=-0.647, max=0.000}; {min=-0.400, max=0.243}; {0,1,1,0,1,0,1,0,1,0,1,0}
46; 0.910;0.069682;0.000000; {min=-1.000, max=0.000}; {min=-0.400, max=0.183}; {1,0,0,1,1,0,1,0,1,0,1,0}
47; 0.908;0.045667;0.285714; {min=-0.647, max=0.000}; {min=-0.400, max=0.243}; {0,1,1,0,1,0,1,0,1,0,0,1}
48; 0.906;0.131526;0.000000; {min=-1.000, max=0.000}; {min=-0.400, max=0.210}; {1,0,1,0,1,0,1,0,1,0,0,1}
49; 0.904;0.257480;0.363636; {min=-1.000, max=1.000}; {min=-0.400, max=0.383}; {1,0,1,0,1,0,0,1,0,1,1,0}
50; 0.902;0.080267;0.625000; {min=-0.701, max=0.214}; {min=-0.400, max=0.730}; {0,1,0,1,0,1,1,0,0,1,0,1}
51; 0.900;0.096734;0.240000; {min=-1.000, max=0.249}; {min=-0.400, max=0.187}; {1,0,0,1,0,1,0,1,1,0,1,0}
52; 0.898;0.173900;0.714286; {min=-0.701, max=0.214}; {min=-0.400, max=0.730}; {0,1,0,1,0,1,1,0,0,1,1,0}
53; 0.896;0.214318;0.307692; {min=-1.000, max=0.308}; {min=-0.482, max=0.168}; {1,0,0,1,1,0,0,1,0,1,1,0}
54; 0.894;0.072830;0.240000; {min=-0.701, max=0.000}; {min=-0.459, max=0.412}; {0,1,0,1,1,0,0,1,1,0,1,0}
55; 0.892;0.146255;0.560000; {min=-0.701, max=0.274}; {min=-0.400, max=0.586}; {0,1,0,1,1,0,1,0,0,1,1,0}
56; 0.890;0.146246;0.560000; {min=-0.701, max=0.274}; {min=-0.400, max=0.586}; {0,1,0,1,1,0,1,0,0,1,1,0}
57; 0.888;0.173867;0.714286; {min=-0.701, max=0.214}; {min=-0.400, max=0.730}; {0,1,0,1,0,1,1,0,0,1,1,0}
58; 0.886;0.125306;0.240000; {min=-1.000, max=0.299}; {min=-0.400, max=0.294}; {1,0,1,0,0,1,0,1,1,0,0,1}
59; 0.884;0.080247;0.625000; {min=-0.701, max=0.214}; {min=-0.400, max=0.730}; {0,1,0,1,0,1,1,0,0,1,0,1}
60; 0.882;0.205964;0.444444; {min=-1.000, max=0.444}; {min=-0.400, max=0.303}; {1,0,1,0,1,0,1,0,0,1,1,0}
61; 0.880;0.281084;0.240000; {min=-1.000, max=0.954}; {min=-0.400, max=0.294}; {1,0,0,1,0,1,1,0,1,0,0,1}
62; 0.878;0.061828;0.240000; {min=-0.647, max=0.000}; {min=-0.400, max=0.519}; {0,1,1,0,1,0,0,1,1,0,0,1}
63; 0.876;0.189862;0.363636; {min=-1.000, max=0.364}; {min=-0.400, max=0.382}; {1,0,0,1,1,0,1,0,0,1,1,0}
64; 0.874;0.152387;0.500000; {min=-0.647, max=0.198}; {min=-0.400, max=0.672}; {0,1,1,0,0,1,0,1,1,0,1,0}
65; 0.872;0.206896;0.266667; {min=-1.000, max=0.275}; {min=-0.482, max=0.168}; {1,0,0,1,1,0,0,1,0,1,0,1}
66; 0.870;0.184420;0.307692; {min=-1.000, max=0.319}; {min=-0.400, max=0.382}; {1,0,1,0,1,0,0,1,0,1,0,1}
67; 0.868;0.142854;0.482759; {min=-1.000, max=0.299}; {min=-0.400, max=0.592}; {1,0,1,0,0,1,0,1,0,1,0,1}
68; 0.866;0.106461;0.000000; {min=-1.000, max=0.000}; {min=-0.400, max=0.210}; {1,0,1,0,1,0,0,1,1,0,0,1}
69; 0.864;0.089917;0.428571; {min=-0.647, max=0.198}; {min=-0.400, max=0.672}; {0,1,1,0,0,1,0,1,1,0,0,1}
70; 0.862;0.207400;0.500000; {min=-0.701, max=0.214}; {min=-0.400, max=0.672}; {0,1,0,1,0,1,1,0,1,0,1,0}
71; 0.860;0.089904;0.428571; {min=-0.647, max=0.198}; {min=-0.400, max=0.672}; {0,1,1,0,0,1,0,1,1,0,0,1}
72; 0.858;0.092236;0.000000; {min=-1.000, max=0.000}; {min=-0.482, max=0.187}; {1,0,0,1,1,0,0,1,1,0,0,1}
73; 0.856;0.206939;0.266667; {min=-1.000, max=0.275}; {min=-0.482, max=0.167}; {1,0,0,1,1,0,0,1,0,1,0,1}
74; 0.854;0.072722;0.240000; {min=-0.701, max=0.000}; {min=-0.460, max=0.412}; {0,1,0,1,1,0,0,1,1,0,1,0}
75; 0.852;0.067277;0.428571; {min=-0.701, max=0.157}; {min=-0.400, max=0.564}; {0,1,0,1,0,1,0,1,1,0,1,0}
76; 0.850;0.207356;0.500000; {min=-0.701, max=0.214}; {min=-0.400, max=0.672}; {0,1,0,1,0,1,1,0,1,0,1,0}
77; 0.848;0.100945;0.285714; {min=-0.647, max=0.000}; {min=-0.400, max=0.519}; {0,1,1,0,1,0,0,1,1,0,1,0}
78; 0.846;0.102741;0.000000; {min=-1.000, max=0.000}; {min=-0.400, max=0.210}; {1,0,1,0,1,0,0,1,1,0,1,0}
79; 0.844;0.045110;0.625000; {min=-0.647, max=0.198}; {min=-0.400, max=0.729}; {0,1,1,0,0,1,0,1,0,1,0,1}
80; 0.842;0.083106;0.482759; {min=-0.701, max=0.219}; {min=-0.400, max=0.586}; {0,1,0,1,1,0,1,0,0,1,0,1}
81; 0.840;0.104963;0.240000; {min=-1.000, max=0.286}; {min=-0.400, max=0.294}; {1,0,0,1,0,1,1,0,1,0,0,1}
82; 0.838;0.118115;0.285714; {min=-1.000, max=0.286}; {min=-0.400, max=0.294}; {1,0,0,1,0,1,1,0,1,0,1,0}
83; 0.836;0.206009;0.444444; {min=-1.000, max=0.444}; {min=-0.400, max=0.302}; {1,0,1,0,1,0,1,0,0,1,1,0}
84; 0.834;0.138412;0.285714; {min=-1.000, max=0.299}; {min=-0.400, max=0.294}; {1,0,1,0,0,1,0,1,1,0,1,0}
85; 0.832;0.148114;0.285714; {min=-0.701, max=0.000}; {min=-0.400, max=0.519}; {0,1,0,1,1,0,1,0,1,0,1,0}
86; 0.830;0.054177;0.600000; {min=-0.647, max=0.247}; {min=-0.400, max=0.271}; {0,1,1,0,0,1,1,0,1,0,1,0}
87; 0.828;0.138404;0.285714; {min=-1.000, max=0.299}; {min=-0.400, max=0.294}; {1,0,1,0,0,1,0,1,1,0,1,0}
88; 0.826;0.050696;0.352941; {min=-0.647, max=0.000}; {min=-0.400, max=0.243}; {0,1,1,0,1,0,1,0,1,0,1,0}
89; 0.824;0.173726;0.714286; {min=-0.701, max=0.214}; {min=-0.400, max=0.729}; {0,1,0,1,0,1,1,0,0,1,1,0}
90; 0.822;0.089149;0.666667; {min=-0.647, max=0.314}; {min=-0.400, max=0.382}; {0,1,1,0,1,0,1,0,0,1,1,0}
91; 0.820;0.127812;0.625000; {min=-0.701, max=0.196}; {min=-0.400, max=0.564}; {0,1,0,1,0,1,0,1,0,1,1,0}
92; 0.818;0.206989;0.266667; {min=-1.000, max=0.275}; {min=-0.482, max=0.167}; {1,0,0,1,1,0,0,1,0,1,0,1}
93; 0.816;0.054160;0.600000; {min=-0.647, max=0.247}; {min=-0.400, max=0.271}; {0,1,1,0,0,1,1,0,1,0,1,0}
94; 0.814;0.138634;0.714286; {min=-0.647, max=0.214}; {min=-0.400, max=0.729}; {0,1,1,0,0,1,0,1,0,1,1,0}
95; 0.812;0.053960;0.500000; {min=-0.647, max=0.247}; {min=-0.400, max=0.271}; {0,1,1,0,0,1,1,0,1,0,0,1}
96; 0.810;0.210899;0.560000; {min=-1.000, max=0.299}; {min=-0.400, max=0.592}; {1,0,1,0,0,1,0,1,0,1,1,0}
97; 0.808;0.152174;0.500000; {min=-0.647, max=0.198}; {min=-0.400, max=0.671}; {0,1,1,0,0,1,0,1,1,0,1,0}
98; 0.806;0.152165;0.500000; {min=-0.647, max=0.198}; {min=-0.400, max=0.671}; {0,1,1,0,0,1,0,1,1,0,1,0}
99; 0.804;0.214440;0.307692; {min=-1.000, max=0.308}; {min=-0.483, max=0.167}; {1,0,0,1,1,0,0,1,0,1,1,0}
100; 0.802;0.080167;0.625000; {min=-0.701, max=0.214}; {min=-0.400, max=0.729}; {0,1,0,1,0,1,1,0,0,1,0,1}
101; 0.800;0.129823;0.482759; {min=-1.000, max=0.286}; {min=-0.400, max=0.592}; {1,0,0,1,0,1,1,0,0,1,0,1}
102; 0.798;0.137835;0.424242; {min=-0.701, max=0.196}; {min=-0.460, max=0.453}; {0,1,0,1,1,0,0,1,0,1,0,1}
103; 0.796;0.152132;0.500000; {min=-0.647, max=0.198}; {min=-0.400, max=0.671}; {0,1,1,0,0,1,0,1,1,0,1,0}
104; 0.794;0.077240;0.206897; {min=-0.701, max=-0.026}; {min=-0.460, max=0.412}; {0,1,0,1,1,0,0,1,1,0,0,1}
105; 0.792;0.045481;0.285714; {min=-0.647, max=0.000}; {min=-0.400, max=0.242}; {0,1,1,0,1,0,1,0,1,0,0,1}
106; 0.790;0.077237;0.206897; {min=-0.701, max=-0.026}; {min=-0.460, max=0.412}; {0,1,0,1,1,0,0,1,1,0,0,1}
107; 0.788;0.146009;0.560000; {min=-0.701, max=0.274}; {min=-0.400, max=0.585}; {0,1,0,1,1,0,1,0,0,1,1,0}
108; 0.786;0.077231;0.206897; {min=-0.701, max=-0.026}; {min=-0.460, max=0.412}; {0,1,0,1,1,0,0,1,1,0,0,1}
109; 0.784;0.054124;0.600000; {min=-0.647, max=0.247}; {min=-0.400, max=0.271}; {0,1,1,0,0,1,1,0,1,0,1,0}
110; 0.782;0.067163;0.428571; {min=-0.701, max=0.157}; {min=-0.400, max=0.564}; {0,1,0,1,0,1,0,1,1,0,1,0}
111; 0.780;0.119788;0.560000; {min=-0.647, max=0.274}; {min=-0.400, max=0.585}; {0,1,1,0,1,0,0,1,0,1,1,0}
112; 0.778;0.083024;0.482759; {min=-0.701, max=0.219}; {min=-0.400, max=0.585}; {0,1,0,1,1,0,1,0,0,1,0,1}
113; 0.776;0.045095;0.625000; {min=-0.647, max=0.198}; {min=-0.400, max=0.729}; {0,1,1,0,0,1,0,1,0,1,0,1}
114; 0.774;0.053917;0.500000; {min=-0.647, max=0.247}; {min=-0.400, max=0.271}; {0,1,1,0,0,1,1,0,1,0,0,1}
115; 0.772;0.138353;0.285714; {min=-1.000, max=0.299}; {min=-0.400, max=0.294}; {1,0,1,0,0,1,0,1,1,0,1,0}
116; 0.770;0.127799;0.625000; {min=-0.701, max=0.196}; {min=-0.400, max=0.564}; {0,1,0,1,0,1,0,1,0,1,1,0}
117; 0.768;0.166599;0.482759; {min=-1.000, max=0.249}; {min=-0.400, max=0.264}; {1,0,0,1,0,1,0,1,0,1,1,0}
118; 0.766;0.125223;0.240000; {min=-1.000, max=0.299}; {min=-0.400, max=0.294}; {1,0,1,0,0,1,0,1,1,0,0,1}
119; 0.764;0.073269;0.000000; {min=-1.000, max=0.000}; {min=-0.400, max=0.182}; {1,0,0,1,1,0,1,0,1,0,0,1}
120; 0.762;0.210897;0.560000; {min=-1.000, max=0.299}; {min=-0.400, max=0.591}; {1,0,1,0,0,1,0,1,0,1,1,0}
121; 0.760;0.207102;0.266667; {min=-1.000, max=0.275}; {min=-0.483, max=0.167}; {1,0,0,1,1,0,0,1,0,1,0,1}
122; 0.758;0.138950;0.666667; {min=-1.000, max=0.353}; {min=-0.400, max=0.218}; {1,0,1,0,0,1,1,0,0,1,1,0}
123; 0.756;0.055444;0.560000; {min=-0.647, max=0.251}; {min=-0.400, max=0.382}; {0,1,1,0,1,0,1,0,0,1,0,1}
124; 0.754;0.054096;0.600000; {min=-0.647, max=0.247}; {min=-0.400, max=0.271}; {0,1,1,0,0,1,1,0,1,0,1,0}
125; 0.752;0.089682;0.428571; {min=-0.647, max=0.198}; {min=-0.400, max=0.671}; {0,1,1,0,0,1,0,1,1,0,0,1}
126; 0.750;0.108709;0.240000; {min=-0.701, max=0.000}; {min=-0.400, max=0.519}; {0,1,0,1,1,0,1,0,1,0,0,1}
127; 0.748;0.054091;0.600000; {min=-0.647, max=0.247}; {min=-0.400, max=0.271}; {0,1,1,0,0,1,1,0,1,0,1,0}
128; 0.746;0.189892;0.363636; {min=-1.000, max=0.364}; {min=-0.400, max=0.382}; {1,0,0,1,1,0,1,0,0,1,1,0}
129; 0.744;0.050583;0.352941; {min=-0.647, max=0.000}; {min=-0.400, max=0.242}; {0,1,1,0,1,0,1,0,1,0,1,0}
130; 0.742;0.210893;0.560000; {min=-1.000, max=0.299}; {min=-0.400, max=0.591}; {1,0,1,0,0,1,0,1,0,1,1,0}
131; 0.740;0.061556;0.240000; {min=-0.647, max=0.000}; {min=-0.400, max=0.519}; {0,1,1,0,1,0,0,1,1,0,0,1}
132; 0.738;0.046468;0.714286; {min=-0.647, max=0.247}; {min=-0.400, max=0.307}; {0,1,1,0,0,1,1,0,0,1,0,1}
133; 0.736;0.145918;0.560000; {min=-0.701, max=0.274}; {min=-0.400, max=0.585}; {0,1,0,1,1,0,1,0,0,1,1,0}
134; 0.734;0.056808;0.482759; {min=-0.647, max=0.212}; {min=-0.400, max=0.585}; {0,1,1,0,1,0,0,1,0,1,0,1}
135; 0.732;0.054074;0.600000; {min=-0.647, max=0.247}; {min=-0.400, max=0.271}; {0,1,1,0,0,1,1,0,1,0,1,0}
136; 0.730;0.069468;0.000000; {min=-1.000, max=0.000}; {min=-0.400, max=0.182}; {1,0,0,1,1,0,1,0,1,0,1,0}
137; 0.728;0.053871;0.500000; {min=-0.647, max=0.247}; {min=-0.400, max=0.271}; {0,1,1,0,0,1,1,0,1,0,0,1}
138; 0.726;0.147763;0.285714; {min=-0.701, max=0.000}; {min=-0.400, max=0.519}; {0,1,0,1,1,0,1,0,1,0,1,0}
139; 0.724;0.067086;0.428571; {min=-0.701, max=0.157}; {min=-0.400, max=0.564}; {0,1,0,1,0,1,0,1,1,0,1,0}
140; 0.722;0.053866;0.500000; {min=-0.647, max=0.247}; {min=-0.400, max=0.271}; {0,1,1,0,0,1,1,0,1,0,0,1}
141; 0.720;0.045400;0.285714; {min=-0.647, max=0.000}; {min=-0.400, max=0.242}; {0,1,1,0,1,0,1,0,1,0,0,1}
142; 0.718;0.054064;0.600000; {min=-0.647, max=0.247}; {min=-0.400, max=0.271}; {0,1,1,0,0,1,1,0,1,0,1,0}
143; 0.716;0.053862;0.500000; {min=-0.647, max=0.247}; {min=-0.400, max=0.271}; {0,1,1,0,0,1,1,0,1,0,0,1}
144; 0.714;0.138306;0.285714; {min=-1.000, max=0.299}; {min=-0.400, max=0.293}; {1,0,1,0,0,1,0,1,1,0,1,0}
145; 0.712;0.063089;0.833333; {min=-0.647, max=0.247}; {min=-0.400, max=0.307}; {0,1,1,0,0,1,1,0,0,1,1,0}
146; 0.710;0.206114;0.444444; {min=-1.000, max=0.444}; {min=-0.400, max=0.302}; {1,0,1,0,1,0,1,0,0,1,1,0}
147; 0.708;0.055438;0.560000; {min=-0.647, max=0.251}; {min=-0.400, max=0.382}; {0,1,1,0,1,0,1,0,0,1,0,1}
148; 0.706;0.073239;0.000000; {min=-1.000, max=0.000}; {min=-0.400, max=0.182}; {1,0,0,1,1,0,1,0,1,0,0,1}
149; 0.704;0.147698;0.285714; {min=-0.701, max=0.000}; {min=-0.400, max=0.519}; {0,1,0,1,1,0,1,0,1,0,1,0}
150; 0.702;0.151906;0.500000; {min=-0.647, max=0.198}; {min=-0.400, max=0.671}; {0,1,1,0,0,1,0,1,1,0,1,0}
151; 0.700;0.131677;0.000000; {min=-1.000, max=0.000}; {min=-0.400, max=0.210}; {1,0,1,0,1,0,1,0,1,0,0,1}
152; 0.698;0.063085;0.833333; {min=-0.647, max=0.247}; {min=-0.400, max=0.307}; {0,1,1,0,0,1,1,0,0,1,1,0}
153; 0.696;0.082932;0.482759; {min=-0.701, max=0.219}; {min=-0.400, max=0.585}; {0,1,0,1,1,0,1,0,0,1,0,1}
154; 0.694;0.063084;0.833333; {min=-0.647, max=0.247}; {min=-0.400, max=0.307}; {0,1,1,0,0,1,1,0,0,1,1,0}
155; 0.692;0.072436;0.240000; {min=-0.701, max=0.000}; {min=-0.460, max=0.411}; {0,1,0,1,1,0,0,1,1,0,1,0}
156; 0.690;0.206806;0.500000; {min=-0.701, max=0.214}; {min=-0.400, max=0.671}; {0,1,0,1,0,1,1,0,1,0,1,0}
157; 0.688;0.147633;0.285714; {min=-0.701, max=0.000}; {min=-0.400, max=0.518}; {0,1,0,1,1,0,1,0,1,0,1,0}
158; 0.686;0.138489;0.714286; {min=-0.647, max=0.214}; {min=-0.400, max=0.728}; {0,1,1,0,0,1,0,1,0,1,1,0}
159; 0.684;0.108530;0.240000; {min=-0.701, max=0.000}; {min=-0.400, max=0.518}; {0,1,0,1,1,0,1,0,1,0,0,1}
160; 0.682;0.069422;0.000000; {min=-1.000, max=0.000}; {min=-0.400, max=0.182}; {1,0,0,1,1,0,1,0,1,0,1,0}
161; 0.680;0.115715;0.352941; {min=-1.000, max=0.353}; {min=-0.400, max=0.243}; {1,0,1,0,0,1,1,0,1,0,1,0}
162; 0.678;0.069417;0.000000; {min=-1.000, max=0.000}; {min=-0.400, max=0.182}; {1,0,0,1,1,0,1,0,1,0,1,0}
163; 0.676;0.089555;0.428571; {min=-0.647, max=0.198}; {min=-0.400, max=0.671}; {0,1,1,0,0,1,0,1,1,0,0,1}
164; 0.674;0.069414;0.000000; {min=-1.000, max=0.000}; {min=-0.400, max=0.182}; {1,0,0,1,1,0,1,0,1,0,1,0}
165; 0.672;0.138268;0.285714; {min=-1.000, max=0.299}; {min=-0.400, max=0.293}; {1,0,1,0,0,1,0,1,1,0,1,0}
166; 0.670;0.046460;0.714286; {min=-0.647, max=0.247}; {min=-0.400, max=0.307}; {0,1,1,0,0,1,1,0,0,1,0,1}
167; 0.668;0.117970;0.285714; {min=-1.000, max=0.286}; {min=-0.400, max=0.293}; {1,0,0,1,0,1,1,0,1,0,1,0}
168; 0.666;0.045337;0.285714; {min=-0.647, max=0.000}; {min=-0.400, max=0.242}; {0,1,1,0,1,0,1,0,1,0,0,1}
169; 0.664;0.069404;0.000000; {min=-1.000, max=0.000}; {min=-0.401, max=0.182}; {1,0,0,1,1,0,1,0,1,0,1,0}
170; 0.662;0.072385;0.240000; {min=-0.701, max=0.000}; {min=-0.460, max=0.411}; {0,1,0,1,1,0,0,1,1,0,1,0}
171; 0.660;0.073211;0.000000; {min=-1.000, max=0.000}; {min=-0.401, max=0.182}; {1,0,0,1,1,0,1,0,1,0,0,1}
172; 0.658;0.095383;0.206897; {min=-1.000, max=0.249}; {min=-0.401, max=0.186}; {1,0,0,1,0,1,0,1,1,0,0,1}
173; 0.656;0.108469;0.240000; {min=-0.701, max=0.000}; {min=-0.401, max=0.518}; {0,1,0,1,1,0,1,0,1,0,0,1}
174; 0.654;0.050479;0.352941; {min=-0.647, max=0.000}; {min=-0.401, max=0.242}; {0,1,1,0,1,0,1,0,1,0,1,0}
175; 0.652;0.072371;0.240000; {min=-0.701, max=0.000}; {min=-0.461, max=0.411}; {0,1,0,1,1,0,0,1,1,0,1,0}
176; 0.650;0.054004;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.270}; {0,1,1,0,0,1,1,0,1,0,1,0}
177; 0.648;0.142981;0.482759; {min=-1.000, max=0.299}; {min=-0.401, max=0.591}; {1,0,1,0,0,1,0,1,0,1,0,1}
178; 0.646;0.055431;0.560000; {min=-0.647, max=0.251}; {min=-0.401, max=0.382}; {0,1,1,0,1,0,1,0,0,1,0,1}
179; 0.644;0.073205;0.000000; {min=-1.000, max=0.000}; {min=-0.401, max=0.182}; {1,0,0,1,1,0,1,0,1,0,0,1}
180; 0.642;0.053999;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.270}; {0,1,1,0,0,1,1,0,1,0,1,0}
181; 0.640;0.082873;0.482759; {min=-0.701, max=0.219}; {min=-0.401, max=0.585}; {0,1,0,1,1,0,1,0,0,1,0,1}
182; 0.638;0.045313;0.285714; {min=-0.647, max=0.000}; {min=-0.401, max=0.242}; {0,1,1,0,1,0,1,0,1,0,0,1}
183; 0.636;0.053995;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.270}; {0,1,1,0,0,1,1,0,1,0,1,0}
184; 0.634;0.151753;0.500000; {min=-0.647, max=0.198}; {min=-0.401, max=0.671}; {0,1,1,0,0,1,0,1,1,0,1,0}
185; 0.632;0.119641;0.560000; {min=-0.647, max=0.274}; {min=-0.401, max=0.585}; {0,1,1,0,1,0,0,1,0,1,1,0}
186; 0.630;0.206623;0.500000; {min=-0.701, max=0.214}; {min=-0.401, max=0.671}; {0,1,0,1,0,1,1,0,1,0,1,0}
187; 0.628;0.080073;0.000000; {min=-1.000, max=0.000}; {min=-0.483, max=0.186}; {1,0,0,1,1,0,0,1,1,0,1,0}
188; 0.626;0.145711;0.560000; {min=-0.701, max=0.274}; {min=-0.401, max=0.585}; {0,1,0,1,1,0,1,0,0,1,1,0}
189; 0.624;0.138229;0.285714; {min=-1.000, max=0.299}; {min=-0.401, max=0.293}; {1,0,1,0,0,1,0,1,1,0,1,0}
190; 0.622;0.173380;0.714286; {min=-0.701, max=0.214}; {min=-0.401, max=0.728}; {0,1,0,1,0,1,1,0,0,1,1,0}
191; 0.620;0.156042;0.307692; {min=-1.000, max=0.319}; {min=-0.401, max=0.381}; {1,0,0,1,1,0,1,0,0,1,0,1}
